location,date,excess_mortality,ci_lower,ci_upper,confirmed_deaths
Trinidad and Tobago,2023-04-01,335.26257,263.5849,765.18915,292.2718
Trinidad and Tobago,2023-05-01,336.32996,262.75787,766.72925,293.27454
Trinidad and Tobago,2023-06-01,337.63672,261.39288,767.77356,293.4751
Trinidad and Tobago,2023-07-01,338.579,260.07938,768.69946,293.4751
Trinidad and Tobago,2023-08-01,339.20932,256.678,769.6324,293.4751
Trinidad and Tobago,2023-09-01,339.95663,254.22191,772.43646,293.4751
Trinidad and Tobago,2023-10-01,340.80347,255.61961,774.61755,293.4751
Trinidad and Tobago,2023-11-01,341.1363,253.66982,777.30566,293.4751
Trinidad and Tobago,2023-12-01,342.29977,252.55862,780.33704,293.4751
Trinidad and Tobago,2024-01-01,343.4293,251.53346,783.0906,293.4751
Trinidad and Tobago,2024-02-01,345.954,250.03613,786.4679,293.4751
Trinidad and Tobago,2024-03-01,348.4915,249.36444,790.0097,293.4751
Trinidad and Tobago,2024-04-01,351.75162,247.6375,793.2063,293.4751
Trinidad and Tobago,2024-05-01,357.2838,245.7089,796.3695,293.4751
Trinidad and Tobago,2024-06-01,360.75308,247.62474,798.49774,293.4751
Trinidad and Tobago,2024-07-01,,,,293.4751
Trinidad and Tobago,2024-08-01,,,,293.4751
Trinidad and Tobago,2024-09-01,,,,293.4751
Trinidad and Tobago,2024-10-01,,,,293.4751
Trinidad and Tobago,2024-11-01,,,,293.4751
Trinidad and Tobago,2024-12-01,,,,293.4751
Trinidad and Tobago,2025-01-01,,,,293.4751
Trinidad and Tobago,2025-02-01,,,,293.4751
Trinidad and Tobago,2025-03-01,,,,293.4751
Trinidad and Tobago,2025-04-01,,,,293.4751
Trinidad and Tobago,2025-05-01,,,,293.4751
Trinidad and Tobago,2025-06-01,,,,293.4751
Trinidad and Tobago,2025-07-01,,,,293.4751
Tunisia,2020-01-01,0.0,0.0,0.0,0.0
Tunisia,2020-02-01,0.06907762,0.06907762,0.06907762,0.0
Tunisia,2020-03-01,-3.464306,-3.464306,-3.464306,0.0
Tunisia,2020-04-01,-7.3910584,-7.3910584,-7.3910584,0.082513124
Tunisia,2020-05-01,-12.518197,-12.518197,-12.518197,0.3383038
Tunisia,2020-06-01,-16.672539,-16.672539,-16.672539,0.396063
Tunisia,2020-07-01,-19.946983,-19.946983,-19.946983,0.41256562
Tunisia,2020-08-01,-23.258017,-23.258017,-23.258017,0.41256562
Tunisia,2020-09-01,-23.471628,-23.471628,-23.471628,0.63535106
Tunisia,2020-10-01,-15.772731,-15.772731,-15.772731,2.1865978
Tunisia,2020-11-01,1.3903062,1.3903062,1.3903062,10.866979
Tunisia,2020-12-01,15.561474,15.561474,15.561474,26.899279
Tunisia,2021-01-01,26.89971,26.61923,30.733107,38.583138
Tunisia,2021-02-01,38.428944,38.148464,42.26234,55.729366
Tunisia,2021-03-01,43.71535,40.880817,56.79531,66.01875
Tunisia,2021-04-01,53.263905,46.823296,79.31956,72.71056
Tunisia,2021-05-01,71.70727,63.357307,129.59006,88.47057
Tunisia,2021-06-01,93.3574,81.83709,185.50447,104.41211
Tunisia,2021-07-01,116.32778,102.84588,239.2677,123.43138
Tunisia,2021-08-01,145.49896,134.48735,304.24246,163.85457
Tunisia,2021-09-01,170.5726,158.53383,389.86038,194.21939
Tunisia,2021-10-01,179.86989,168.3049,411.07886,205.37517
Tunisia,2021-11-01,183.00969,170.67572,417.22653,208.27138
Tunisia,2021-12-01,184.73163,173.50145,423.55505,209.36055
Tunisia,2022-01-01,186.30362,175.42122,431.0298,210.97781
Tunisia,2022-02-01,201.44276,189.9528,455.0725,216.9105
Tunisia,2022-03-01,212.341,200.98128,478.56284,229.25447
Tunisia,2022-04-01,217.46417,204.70102,494.64426,233.70192
Tunisia,2022-05-01,219.78265,205.35246,502.09662,235.57497
Tunisia,2022-06-01,220.97987,204.60747,503.49863,236.32584
Tunisia,2022-07-01,221.93376,203.72412,505.11786,236.7384
Tunisia,2022-08-01,226.31087,208.51074,516.1739,240.15445
Tunisia,2022-09-01,227.58775,208.43031,521.41144,241.21887
Tunisia,2022-10-01,228.764,208.06474,521.6957,241.34264
Tunisia,2022-11-01,231.09882,208.2944,522.3004,241.42516
Tunisia,2022-12-01,232.13356,207.31776,522.62524,241.49942
Tunisia,2023-01-01,231.602,205.10239,522.7866,241.63144
Tunisia,2023-02-01,229.41888,201.91466,522.7625,241.82947
Tunisia,2023-03-01,229.18465,200.57103,523.1249,242.01924
Tunisia,2023-04-01,229.09286,199.18546,523.36743,242.27504
Tunisia,2023-05-01,229.2108,198.5712,523.8405,242.57208
Tunisia,2023-06-01,228.97507,197.60695,527.3669,242.75362
Tunisia,2023-07-01,229.6045,197.07335,530.8172,242.77837
Tunisia,2023-08-01,231.76793,197.59073,535.92017,242.77837
Tunisia,2023-09-01,232.7201,196.97499,539.0841,242.77837
Tunisia,2023-10-01,232.82155,195.90005,542.0759,242.77837
Tunisia,2023-11-01,232.68245,194.62581,545.9908,242.77837
Tunisia,2023-12-01,232.5529,192.96733,549.7787,242.77837
Tunisia,2024-01-01,231.5572,189.88385,551.85474,242.77837
Tunisia,2024-02-01,229.78598,185.63396,551.3864,242.77837
Tunisia,2024-03-01,230.2044,182.15916,551.45825,242.77837
Tunisia,2024-04-01,230.47108,179.15218,554.2492,242.77837
Tunisia,2024-05-01,228.89847,177.79478,554.30676,242.77837
Tunisia,2024-06-01,227.41896,177.01419,554.2137,242.77837
Tunisia,2024-07-01,,,,242.77837
Tunisia,2024-08-01,,,,242.77837
Tunisia,2024-09-01,,,,242.77837
Tunisia,2024-10-01,,,,242.77837
Tunisia,2024-11-01,,,,242.77837
Tunisia,2024-12-01,,,,242.77837
Tunisia,2025-01-01,,,,242.77837
Tunisia,2025-02-01,,,,242.77837
Tunisia,2025-03-01,,,,242.77837
Tunisia,2025-04-01,,,,242.77837
Tunisia,2025-05-01,,,,242.77837
Tunisia,2025-06-01,,,,242.77837
Tunisia,2025-07-01,,,,242.77837
Turkey,2020-01-01,0.0,0.0,0.0,0.0
Turkey,2020-02-01,-0.9736394,-0.9736394,-0.9736394,0.0
Turkey,2020-03-01,-3.0021453,-3.0021453,-3.0021453,0.0
Turkey,2020-04-01,-2.5706465,-2.5706465,-2.5706465,0.24581195
Turkey,2020-05-01,-0.4210045,-0.4210045,-0.4210045,3.6458278
Turkey,2020-06-01,-0.9964207,-0.9964207,-0.9964207,5.214889
Turkey,2020-07-01,-1.1850138,-1.1850138,-1.1850138,5.8937435
Turkey,2020-08-01,2.4228923,2.4228923,2.4228923,6.5369897
Turkey,2020-09-01,12.260761,12.260761,12.260761,7.3169255
Turkey,2020-10-01,22.67237,22.67237,22.67237,9.413219
Turkey,2020-11-01,34.203476,34.203476,34.203476,11.776
Turkey,2020-12-01,63.669456,63.669456,63.669456,15.789397
Turkey,2021-01-01,82.2997,82.2997,82.2997,23.985043
Turkey,2021-02-01,84.99944,84.99944,84.99944,29.856962
Turkey,2021-03-01,86.60874,86.60874,86.60874,32.815895
Turkey,2021-04-01,95.61816,95.61816,95.61816,36.2251
Turkey,2021-05-01,110.663216,110.663216,110.663216,46.096634
Turkey,2021-06-01,122.24745,122.24745,122.24745,54.592075
Turkey,2021-07-01,126.607994,126.607994,126.607994,57.12486
Turkey,2021-08-01,136.31323,136.31323,136.31323,58.923653
Turkey,2021-09-01,158.43149,158.43149,158.43149,64.9024
Turkey,2021-10-01,175.98053,175.98053,175.98053,73.37946
Turkey,2021-11-01,192.94078,192.94078,192.94078,80.92841
Turkey,2021-12-01,213.9357,213.9357,213.9357,88.07879
Turkey,2022-01-01,226.85107,226.85107,226.85107,94.46875
Turkey,2022-02-01,241.84932,241.84932,241.84932,100.25337
Turkey,2022-03-01,258.06317,258.06317,258.06317,108.29165
Turkey,2022-04-01,264.53094,264.53094,264.53094,112.59336
Turkey,2022-05-01,266.63217,266.63217,266.63217,113.48931
Turkey,2022-06-01,268.3774,268.3774,268.3774,113.70066
Turkey,2022-07-01,269.3876,269.3876,269.3876,113.779915
Turkey,2022-08-01,273.70685,273.70685,273.70685,114.52425
Turkey,2022-09-01,280.30383,280.30383,280.30383,115.85209
Turkey,2022-10-01,281.3761,281.3761,281.3761,116.24378
Turkey,2022-11-01,282.77194,282.77194,282.77194,116.42068
Turkey,2022-12-01,285.5523,285.5523,285.5523,116.49534
Turkey,2023-01-01,288.91568,288.91568,288.91568,116.49534
Turkey,2023-02-01,304.76807,304.76807,304.76807,116.49534
Turkey,2023-03-01,347.2707,347.2707,347.2707,116.49534
Turkey,2023-04-01,347.44638,346.4647,348.70068,116.49534
Turkey,2023-05-01,347.08307,343.9351,351.62604,116.49534
Turkey,2023-06-01,347.50937,340.95258,356.0114,116.49534
Turkey,2023-07-01,347.6878,338.3429,360.75684,116.49534
Turkey,2023-08-01,349.57303,337.27487,368.4437,116.49534
Turkey,2023-09-01,350.65387,336.1067,372.85712,116.49534
Turkey,2023-10-01,351.41727,334.1681,377.25345,116.49534
Turkey,2023-11-01,351.60425,331.88437,379.36328,116.49534
Turkey,2023-12-01,350.744,328.2894,379.4918,116.49534
Turkey,2024-01-01,349.86075,325.35797,380.62024,116.49534
Turkey,2024-02-01,348.31912,321.31393,383.05756,116.49534
Turkey,2024-03-01,347.50598,312.6792,386.48526,116.49534
Turkey,2024-04-01,347.24286,306.30396,387.60724,116.49534
Turkey,2024-05-01,347.8166,299.2839,390.80875,116.49534
Turkey,2024-06-01,347.97583,295.64008,394.167,116.49534
Turkey,2024-07-01,,,,116.49534
Turkey,2024-08-01,,,,116.49534
Turkey,2024-09-01,,,,116.49534
Turkey,2024-10-01,,,,116.49534
Turkey,2024-11-01,,,,116.49534
Turkey,2024-12-01,,,,116.49534
Turkey,2025-01-01,,,,116.49534
Turkey,2025-02-01,,,,116.49534
Turkey,2025-03-01,,,,116.49534
Turkey,2025-04-01,,,,116.49534
Turkey,2025-05-01,,,,116.49534
Turkey,2025-06-01,,,,116.49534
Turkey,2025-07-01,,,,116.49534
Turkmenistan,2020-01-01,-0.122357786,-0.1685751,0.36555532,0.0
Turkmenistan,2020-02-01,-0.7614031,-1.2620642,2.390337,0.0
Turkmenistan,2020-03-01,-1.889402,-3.1905546,3.662308,0.0
Turkmenistan,2020-04-01,-5.672037,-15.54521,5.3233237,0.0
Turkmenistan,2020-05-01,-6.987731,-25.607744,8.422641,0.0
Turkmenistan,2020-06-01,-4.413527,-20.354454,12.439656,0.0
Turkmenistan,2020-07-01,7.5201817,-9.631991,25.902763,0.0
Turkmenistan,2020-08-01,20.45275,-4.570676,42.22545,0.0
Turkmenistan,2020-09-01,33.144405,-1.2774131,58.564163,0.0
Turkmenistan,2020-10-01,38.96325,-0.74819493,65.595085,0.0
Turkmenistan,2020-11-01,46.321663,2.1999621,75.25489,0.0
Turkmenistan,2020-12-01,55.897015,4.7713985,85.67123,0.0
Turkmenistan,2021-01-01,58.690186,7.3173194,92.015305,0.0
Turkmenistan,2021-02-01,58.018642,5.0606766,96.75822,0.0
Turkmenistan,2021-03-01,57.293564,0.8819767,102.487595,0.0
Turkmenistan,2021-04-01,56.859177,-2.9331899,108.79265,0.0
Turkmenistan,2021-05-01,58.624718,-5.5716634,116.10025,0.0
Turkmenistan,2021-06-01,63.934258,-10.366353,124.74933,0.0
Turkmenistan,2021-07-01,71.29638,-8.325526,136.47446,0.0
Turkmenistan,2021-08-01,84.055244,-5.7580667,150.29134,0.0
Turkmenistan,2021-09-01,100.71683,-4.879313,168.12944,0.0
Turkmenistan,2021-10-01,110.303566,-3.459317,181.52284,0.0
Turkmenistan,2021-11-01,118.363335,-5.675806,192.71968,0.0
Turkmenistan,2021-12-01,122.15519,-12.890899,203.89903,0.0
Turkmenistan,2022-01-01,121.44231,-19.375187,211.60489,0.0
Turkmenistan,2022-02-01,121.04306,-25.58537,219.31255,0.0
Turkmenistan,2022-03-01,121.760254,-29.665192,224.18774,0.0
Turkmenistan,2022-04-01,119.36965,-34.038433,227.33401,0.0
Turkmenistan,2022-05-01,118.638405,-32.795166,227.0905,0.0
Turkmenistan,2022-06-01,119.758385,-31.785664,232.8506,0.0
Turkmenistan,2022-07-01,121.64483,-30.091017,239.71825,0.0
Turkmenistan,2022-08-01,123.49494,-27.835018,247.75426,0.0
Turkmenistan,2022-09-01,129.0719,-23.908464,257.54013,0.0
Turkmenistan,2022-10-01,129.793,-22.406385,261.37408,0.0
Turkmenistan,2022-11-01,128.24677,-21.661505,260.52603,0.0
Turkmenistan,2022-12-01,126.79187,-21.466976,260.20395,0.0
Turkmenistan,2023-01-01,127.649155,-20.046234,264.38602,0.0
Turkmenistan,2023-02-01,134.09856,-17.790176,269.9358,0.0
Turkmenistan,2023-03-01,135.11992,-17.257957,274.1098,0.0
Turkmenistan,2023-04-01,136.28812,-17.15825,278.81366,0.0
Turkmenistan,2023-05-01,138.89754,-16.62717,282.93445,0.0
Turkmenistan,2023-06-01,143.83826,-16.970053,290.92633,0.0
Turkmenistan,2023-07-01,148.53607,-17.327454,298.66858,0.0
Turkmenistan,2023-08-01,155.21155,-17.33628,305.69196,0.0
Turkmenistan,2023-09-01,160.53572,-17.062605,310.24588,0.0
Turkmenistan,2023-10-01,163.47166,-16.604643,314.07867,0.0
Turkmenistan,2023-11-01,165.35002,-15.670246,319.34103,0.0
Turkmenistan,2023-12-01,167.2571,-15.7342205,324.21973,0.0
Turkmenistan,2024-01-01,170.52618,-15.605645,326.99133,0.0
Turkmenistan,2024-02-01,173.32759,-16.61192,331.68192,0.0
Turkmenistan,2024-03-01,175.38266,-16.44226,334.45096,0.0
Turkmenistan,2024-04-01,178.14445,-16.26206,336.82306,0.0
Turkmenistan,2024-05-01,184.21095,-15.652308,338.90634,0.0
Turkmenistan,2024-06-01,188.73758,-15.656389,343.35907,0.0
Turkmenistan,2024-07-01,,,,0.0
Turkmenistan,2024-08-01,,,,0.0
Turkmenistan,2024-09-01,,,,0.0
Turkmenistan,2024-10-01,,,,0.0
Turkmenistan,2024-11-01,,,,0.0
Turkmenistan,2024-12-01,,,,0.0
Turkmenistan,2025-01-01,,,,0.0
Turkmenistan,2025-02-01,,,,0.0
Turkmenistan,2025-03-01,,,,0.0
Turkmenistan,2025-04-01,,,,0.0
Turkmenistan,2025-05-01,,,,0.0
Turkmenistan,2025-06-01,,,,0.0
Turkmenistan,2025-07-01,,,,0.0
Turks and Caicos Islands,2020-01-01,0.041391034,-0.36737186,0.4287587,0.0
Turks and Caicos Islands,2020-02-01,0.3416481,-2.878656,2.6514492,0.0
Turks and Caicos Islands,2020-03-01,0.16754706,-7.1783485,4.761847,0.0
Turks and Caicos Islands,2020-04-01,1.7956634,-13.692601,7.7811418,0.0
Turks and Caicos Islands,2020-05-01,3.8322573,-15.26165,13.520946,2.1822627
Turks and Caicos Islands,2020-06-01,6.868206,-15.20718,19.10509,2.1822627
Turks and Caicos Islands,2020-07-01,13.693766,-11.103955,35.72805,4.3645253
Turks and Caicos Islands,2020-08-01,16.857256,-11.326654,43.33486,4.3645253
Turks and Caicos Islands,2020-09-01,31.344645,-0.22653295,63.390434,6.5467877
Turks and Caicos Islands,2020-10-01,34.81886,-0.3479871,74.44324,13.0935755
Turks and Caicos Islands,2020-11-01,36.110706,-0.5185846,79.743355,13.0935755
Turks and Caicos Islands,2020-12-01,39.21054,-2.2843065,86.46356,13.0935755
Turks and Caicos Islands,2021-01-01,43.997185,-2.7190232,95.078575,13.0935755
Turks and Caicos Islands,2021-02-01,55.79843,4.3333616,115.11301,19.640364
Turks and Caicos Islands,2021-03-01,75.608795,18.18401,162.9725,30.551676
Turks and Caicos Islands,2021-04-01,86.63795,25.78792,187.89503,37.098465
Turks and Caicos Islands,2021-05-01,90.42143,24.056541,195.26732,37.098465
Turks and Caicos Islands,2021-06-01,94.74859,21.863283,200.48557,37.098465
Turks and Caicos Islands,2021-07-01,101.25605,21.672558,204.13336,39.280727
Turks and Caicos Islands,2021-08-01,108.68083,23.675001,209.85985,39.280727
Turks and Caicos Islands,2021-09-01,137.47485,29.884287,241.68497,43.645252
Turks and Caicos Islands,2021-10-01,170.8495,37.17348,277.4479,50.19204
Turks and Caicos Islands,2021-11-01,177.90129,39.879856,289.96384,50.19204
Turks and Caicos Islands,2021-12-01,186.98227,43.850754,308.93723,52.374302
Turks and Caicos Islands,2022-01-01,194.27867,47.223255,323.91092,56.738827
Turks and Caicos Islands,2022-02-01,220.68562,62.233685,372.68735,74.19693
Turks and Caicos Islands,2022-03-01,226.11386,61.056683,387.38968,78.561455
Turks and Caicos Islands,2022-04-01,227.46832,58.709763,392.13248,78.561455
Turks and Caicos Islands,2022-05-01,228.41287,58.075745,394.34494,78.561455
Turks and Caicos Islands,2022-06-01,231.43939,58.530174,398.6092,78.561455
Turks and Caicos Islands,2022-07-01,232.12395,58.257744,406.10977,78.561455
Turks and Caicos Islands,2022-08-01,231.44179,57.028988,411.10876,78.561455
Turks and Caicos Islands,2022-09-01,230.78363,55.453213,415.87244,78.561455
Turks and Caicos Islands,2022-10-01,230.69176,55.226284,417.89856,78.561455
Turks and Caicos Islands,2022-11-01,230.63974,55.681522,422.5683,78.561455
Turks and Caicos Islands,2022-12-01,230.70856,54.76167,426.11273,78.561455
Turks and Caicos Islands,2023-01-01,230.03831,51.840107,430.3523,78.561455
Turks and Caicos Islands,2023-02-01,233.4253,50.709652,442.9024,82.92598
Turks and Caicos Islands,2023-03-01,233.2889,47.31723,445.8298,82.92598
Turks and Caicos Islands,2023-04-01,233.21542,43.00171,449.69342,82.92598
Turks and Caicos Islands,2023-05-01,234.2873,35.421803,453.06485,82.92598
Turks and Caicos Islands,2023-06-01,235.96587,27.111837,458.92957,82.92598
Turks and Caicos Islands,2023-07-01,238.80518,21.488659,464.39545,85.10824
Turks and Caicos Islands,2023-08-01,239.84926,19.710438,468.96252,85.10824
Turks and Caicos Islands,2023-09-01,241.0547,19.32276,469.59653,85.10824
Turks and Caicos Islands,2023-10-01,243.23343,21.058865,471.28793,87.290504
Turks and Caicos Islands,2023-11-01,243.97815,19.052961,474.34857,87.290504
Turks and Caicos Islands,2023-12-01,244.61821,10.35106,478.35895,87.290504
Turks and Caicos Islands,2024-01-01,245.43422,6.284419,481.38315,87.290504
Turks and Caicos Islands,2024-02-01,245.88144,4.1489515,484.23444,87.290504
Turks and Caicos Islands,2024-03-01,246.92453,3.593972,486.79175,87.290504
Turks and Caicos Islands,2024-04-01,248.05339,0.34133092,489.31778,87.290504
Turks and Caicos Islands,2024-05-01,250.03543,-2.8504784,492.3411,87.290504
Turks and Caicos Islands,2024-06-01,252.33556,-5.2746477,496.3458,87.290504
Turks and Caicos Islands,2024-07-01,,,,87.290504
Turks and Caicos Islands,2024-08-01,,,,87.290504
Turks and Caicos Islands,2024-09-01,,,,87.290504
Turks and Caicos Islands,2024-10-01,,,,87.290504
Turks and Caicos Islands,2024-11-01,,,,87.290504
Turks and Caicos Islands,2024-12-01,,,,87.290504
Turks and Caicos Islands,2025-01-01,,,,87.290504
Turks and Caicos Islands,2025-02-01,,,,87.290504
Turks and Caicos Islands,2025-03-01,,,,87.290504
Turks and Caicos Islands,2025-04-01,,,,87.290504
Turks and Caicos Islands,2025-05-01,,,,87.290504
Turks and Caicos Islands,2025-06-01,,,,87.290504
Turks and Caicos Islands,2025-07-01,,,,89.47276
Tuvalu,2020-01-01,0.059402987,-0.3939242,0.8281499,0.0
Tuvalu,2020-02-01,-0.13703272,-3.0457973,4.9187403,0.0
Tuvalu,2020-03-01,0.47398916,-5.119928,8.849377,0.0
Tuvalu,2020-04-01,1.6943984,-7.92517,13.728211,0.0
Tuvalu,2020-05-01,1.6313063,-10.58881,15.844566,0.0
Tuvalu,2020-06-01,2.326924,-13.248545,18.974083,0.0
Tuvalu,2020-07-01,4.1946507,-17.053885,25.916674,0.0
Tuvalu,2020-08-01,5.038609,-20.241215,34.732025,0.0
Tuvalu,2020-09-01,7.0702267,-25.34306,45.365604,0.0
Tuvalu,2020-10-01,9.801744,-27.58807,53.679638,0.0
Tuvalu,2020-11-01,13.0268955,-30.860254,62.89167,0.0
Tuvalu,2020-12-01,19.564419,-31.957806,78.072266,0.0
Tuvalu,2021-01-01,24.90696,-30.507563,89.75309,0.0
Tuvalu,2021-02-01,27.93236,-28.694069,97.10512,0.0
Tuvalu,2021-03-01,29.484177,-30.050005,103.942345,0.0
Tuvalu,2021-04-01,29.979877,-34.24552,113.20319,0.0
Tuvalu,2021-05-01,31.04099,-36.621414,120.7903,0.0
Tuvalu,2021-06-01,31.626095,-41.44544,128.33908,0.0
Tuvalu,2021-07-01,32.64374,-44.31107,134.26004,0.0
Tuvalu,2021-08-01,37.367195,-45.532185,144.77925,0.0
Tuvalu,2021-09-01,45.170437,-47.514145,159.43356,0.0
Tuvalu,2021-10-01,47.927094,-48.22169,170.70433,0.0
Tuvalu,2021-11-01,50.020542,-48.461082,179.498,0.0
Tuvalu,2021-12-01,52.005764,-48.831833,191.00803,0.0
Tuvalu,2022-01-01,53.14348,-49.758083,199.76831,0.0
Tuvalu,2022-02-01,55.283985,-50.75361,208.38466,0.0
Tuvalu,2022-03-01,57.168423,-50.0292,218.0418,0.0
Tuvalu,2022-04-01,59.910484,-54.517654,228.4797,0.0
Tuvalu,2022-05-01,62.365345,-60.02283,238.25629,0.0
Tuvalu,2022-06-01,64.96601,-64.35579,246.67302,0.0
Tuvalu,2022-07-01,67.69369,-64.69005,254.66086,0.0
Tuvalu,2022-08-01,73.36768,-64.768234,264.32114,0.0
Tuvalu,2022-09-01,76.2734,-68.54111,275.0533,0.0
Tuvalu,2022-10-01,77.39969,-73.22789,280.53397,0.0
Tuvalu,2022-11-01,80.32665,-69.76093,293.42932,0.0
Tuvalu,2022-12-01,88.07493,-64.47474,314.44733,0.0
Tuvalu,2023-01-01,90.97119,-65.44548,321.84512,0.0
Tuvalu,2023-02-01,93.33627,-72.43405,329.91467,0.0
Tuvalu,2023-03-01,93.94506,-77.19848,337.96274,0.0
Tuvalu,2023-04-01,94.50471,-81.42785,344.15973,0.0
Tuvalu,2023-05-01,95.13792,-85.47795,352.84064,0.0
Tuvalu,2023-06-01,95.846504,-89.89442,359.214,0.0
Tuvalu,2023-07-01,102.98078,-85.69456,375.20786,10.032103
Tuvalu,2023-08-01,104.169426,-96.818306,382.12115,10.032103
Tuvalu,2023-09-01,105.01391,-104.671425,387.9199,10.032103
Tuvalu,2023-10-01,105.841194,-106.58828,391.5881,10.032103
Tuvalu,2023-11-01,106.9391,-108.390236,400.19028,10.032103
Tuvalu,2023-12-01,107.88638,-109.99098,404.81747,10.032103
Tuvalu,2024-01-01,109.0663,-111.7442,409.34094,10.032103
Tuvalu,2024-02-01,110.15684,-113.61652,416.2086,10.032103
Tuvalu,2024-03-01,111.7515,-115.88253,422.35052,10.032103
Tuvalu,2024-04-01,114.761475,-117.53862,429.7044,10.032103
Tuvalu,2024-05-01,119.30942,-121.81595,437.7685,10.032103
Tuvalu,2024-06-01,123.22853,-125.587654,441.41064,10.032103
Tuvalu,2024-07-01,,,,10.032103
Tuvalu,2024-08-01,,,,10.032103
Tuvalu,2024-09-01,,,,10.032103
Tuvalu,2024-10-01,,,,10.032103
Tuvalu,2024-11-01,,,,10.032103
Tuvalu,2024-12-01,,,,10.032103
Tuvalu,2025-01-01,,,,10.032103
Tuvalu,2025-02-01,,,,10.032103
Tuvalu,2025-03-01,,,,10.032103
Tuvalu,2025-04-01,,,,10.032103
Tuvalu,2025-05-01,,,,10.032103
Tuvalu,2025-06-01,,,,10.032103
Tuvalu,2025-07-01,,,,10.032103
Uganda,2020-01-01,0.57728285,-0.1343173,1.3733871,0.0
Uganda,2020-02-01,3.392192,-0.8363092,7.683587,0.0
Uganda,2020-03-01,4.4699025,-1.9681017,10.537682,0.0
Uganda,2020-04-01,4.365282,-7.19189,11.367883,0.0
Uganda,2020-05-01,3.7560794,-14.142017,13.010531,0.0
Uganda,2020-06-01,5.72381,-18.77072,18.238813,0.0
Uganda,2020-07-01,9.934221,-23.146063,26.020094,0.0
Uganda,2020-08-01,15.234307,-23.327738,33.888424,0.008454395
Uganda,2020-09-01,18.372152,-27.094612,39.309536,0.078203164
Uganda,2020-10-01,20.551304,-33.241272,46.045803,0.1817695
Uganda,2020-11-01,23.26697,-37.71995,54.116383,0.29590386
Uganda,2020-12-01,29.273863,-36.27478,67.634575,0.49880937
Uganda,2021-01-01,35.143486,-32.864975,82.159996,0.64464766
Uganda,2021-02-01,43.27517,-30.651854,94.21753,0.67846525
Uganda,2021-03-01,51.953346,-29.653147,101.693665,0.69960123
Uganda,2021-04-01,56.376682,-30.485487,122.45887,0.70594203
Uganda,2021-05-01,59.707954,-29.693409,129.68921,0.7207373
Uganda,2021-06-01,67.30388,-27.567987,142.93144,0.76935005
Uganda,2021-07-01,81.45719,-18.587166,162.55177,2.3482084
Uganda,2021-08-01,91.91527,-12.045532,178.0723,5.7278533
Uganda,2021-09-01,102.09487,-4.5487285,202.30157,6.410546
Uganda,2021-10-01,107.73207,-2.5229604,211.2919,6.6810865
Uganda,2021-11-01,112.96357,-1.1259947,216.6346,6.799448
Uganda,2021-12-01,121.440445,0.9873338,221.23962,6.873424
Uganda,2022-01-01,130.23676,8.200003,234.4634,6.9791036
Uganda,2022-02-01,140.9105,14.084716,257.75397,7.492708
Uganda,2022-03-01,149.04637,16.585941,272.94525,7.583593
Uganda,2022-04-01,156.01486,18.120792,283.55197,7.600502
Uganda,2022-05-01,161.67845,19.747871,290.0838,7.6026154
Uganda,2022-06-01,171.05562,22.830202,298.42905,7.6131835
Uganda,2022-07-01,177.36803,26.287651,302.86688,7.6512284
Uganda,2022-08-01,181.46008,27.585726,307.41144,7.6660233
Uganda,2022-09-01,186.93001,30.502811,316.48682,7.668137
Uganda,2022-10-01,190.31212,32.486134,326.2448,7.672364
Uganda,2022-11-01,195.04436,35.934895,337.59924,7.672364
Uganda,2022-12-01,198.37724,39.10547,344.23373,7.672364
Uganda,2023-01-01,201.1057,40.900013,347.74442,7.672364
Uganda,2023-02-01,205.89157,44.049538,355.99457,7.672364
Uganda,2023-03-01,209.17213,45.906994,361.29752,7.672364
Uganda,2023-04-01,212.65575,47.99209,371.60345,7.6765914
Uganda,2023-05-01,217.06311,50.164524,379.68353,7.6765914
Uganda,2023-06-01,224.0027,54.185963,392.69034,7.6765914
Uganda,2023-07-01,227.79741,55.203087,400.43683,7.6765914
Uganda,2023-08-01,233.27419,57.56943,406.47397,7.6765914
Uganda,2023-09-01,236.8583,57.719204,409.66513,7.6765914
Uganda,2023-10-01,240.6086,58.69294,412.928,7.6765914
Uganda,2023-11-01,245.67293,60.2923,417.64603,7.6765914
Uganda,2023-12-01,250.41594,62.378296,423.03424,7.6765914
Uganda,2024-01-01,254.13145,63.32416,426.63333,7.6765914
Uganda,2024-02-01,259.32983,65.1405,433.21564,7.6765914
Uganda,2024-03-01,263.13013,66.69262,440.6176,7.6765914
Uganda,2024-04-01,266.2738,68.82805,447.90308,7.6765914
Uganda,2024-05-01,270.2217,69.797844,456.7163,7.6765914
Uganda,2024-06-01,273.4397,68.67215,463.09155,7.6765914
Uganda,2024-07-01,,,,7.6765914
Uganda,2024-08-01,,,,7.6765914
Uganda,2024-09-01,,,,7.6765914
Uganda,2024-10-01,,,,7.6765914
Uganda,2024-11-01,,,,7.6765914
Uganda,2024-12-01,,,,7.6765914
Uganda,2025-01-01,,,,7.6765914
Uganda,2025-02-01,,,,7.6765914
Uganda,2025-03-01,,,,7.6765914
Uganda,2025-04-01,,,,7.6765914
Uganda,2025-05-01,,,,7.6765914
Uganda,2025-06-01,,,,7.6765914
Uganda,2025-07-01,,,,7.6765914
Ukraine,2020-01-01,0.0,0.0,0.0,0.0
